REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2018/12/07 06:30:00,7758.23,73.81,TRADE
NSW1,2018/12/07 07:00:00,7995.77,88.41,TRADE
NSW1,2018/12/07 07:30:00,8049.84,86.51,TRADE
NSW1,2018/12/07 08:00:00,7967.05,73.95,TRADE
NSW1,2018/12/07 08:30:00,8029.25,78,TRADE
NSW1,2018/12/07 09:00:00,8080.55,93.34,TRADE
NSW1,2018/12/07 09:30:00,8091.1,80,TRADE
NSW1,2018/12/07 10:00:00,8022.91,80.66,TRADE
NSW1,2018/12/07 10:30:00,8064.83,87.29,TRADE
NSW1,2018/12/07 11:00:00,7993,78.37,TRADE
NSW1,2018/12/07 11:30:00,7957.62,76.99,TRADE
NSW1,2018/12/07 12:00:00,8016.02,89.05,TRADE
NSW1,2018/12/07 12:30:00,8069.81,80.61,TRADE
NSW1,2018/12/07 13:00:00,8114.51,90.34,TRADE
NSW1,2018/12/07 13:30:00,8209.85,118.39,TRADE
NSW1,2018/12/07 14:00:00,8329.46,151.86,TRADE
NSW1,2018/12/07 14:30:00,8409.85,198.27,TRADE
NSW1,2018/12/07 15:00:00,8593.45,60.97,TRADE
NSW1,2018/12/07 15:30:00,8766.45,67.28,TRADE
NSW1,2018/12/07 16:00:00,8932.91,71.55,TRADE
NSW1,2018/12/07 16:30:00,9022.13,140.44,TRADE
NSW1,2018/12/07 17:00:00,9065.07,73.99,TRADE
NSW1,2018/12/07 17:30:00,8889.18,98.86,TRADE
NSW1,2018/12/07 18:00:00,8869.88,131.41,TRADE
NSW1,2018/12/07 18:30:00,8695.17,115.83,TRADE
NSW1,2018/12/07 19:00:00,8595.79,81.19,TRADE
NSW1,2018/12/07 19:30:00,8574.81,86.46,TRADE
NSW1,2018/12/07 20:00:00,8499.58,73.18,TRADE
NSW1,2018/12/07 20:30:00,8324.74,62.47,TRADE
NSW1,2018/12/07 21:00:00,8127.6,61.22,TRADE
NSW1,2018/12/07 21:30:00,8069.27,64.15,TRADE
NSW1,2018/12/07 22:00:00,7933.81,59.33,TRADE
NSW1,2018/12/07 22:30:00,7919.97,85.91,TRADE
NSW1,2018/12/07 23:00:00,7695.33,74.49,TRADE
NSW1,2018/12/07 23:30:00,7542.45,71.32,TRADE
NSW1,2018/12/08 00:00:00,7386.04,64.25,TRADE
NSW1,2018/12/08 00:30:00,7174.87,63.79,TRADE
NSW1,2018/12/08 01:00:00,6978.67,64.03,TRADE
NSW1,2018/12/08 01:30:00,6663.76,56.60,TRADE
NSW1,2018/12/08 02:00:00,6461.25,57.19,TRADE
NSW1,2018/12/08 02:30:00,6333.38,55.12,TRADE
NSW1,2018/12/08 03:00:00,6242.62,57.97,TRADE
NSW1,2018/12/08 03:30:00,6206.57,58.36,TRADE
NSW1,2018/12/08 04:00:00,6213.03,60.65,TRADE
NSW1,2018/12/08 04:30:00,6301.14,60.45,TRADE
NSW1,2018/12/08 05:00:00,6295.28,56.84,TRADE
NSW1,2018/12/08 05:30:00,6510.02,58.45,TRADE
NSW1,2018/12/08 06:00:00,6563.39,52.54,TRADE
NSW1,2018/12/08 06:30:00,6774.91,58.63,TRADE
NSW1,2018/12/08 07:00:00,6939.48,60.06,TRADE
NSW1,2018/12/08 07:30:00,7190.67,62.42,TRADE
NSW1,2018/12/08 08:00:00,7336.26,67.62,TRADE
NSW1,2018/12/08 08:30:00,7434.55,71.51,TRADE
NSW1,2018/12/08 09:00:00,7352.85,66.68,TRADE
NSW1,2018/12/08 09:30:00,7379.28,64.80,TRADE
NSW1,2018/12/08 10:00:00,7335.15,65.82,TRADE
NSW1,2018/12/08 10:30:00,7380.48,67.18,TRADE
NSW1,2018/12/08 11:00:00,7471.17,71.47,TRADE
NSW1,2018/12/08 11:30:00,7551.24,72.99,TRADE
NSW1,2018/12/08 12:00:00,7617.87,72.67,TRADE
NSW1,2018/12/08 12:30:00,7740.81,80.30,TRADE
NSW1,2018/12/08 13:00:00,7847.95,87.58,TRADE
NSW1,2018/12/08 13:30:00,8001.06,90.18,TRADE
NSW1,2018/12/08 14:00:00,8089.83,80.73,TRADE
NSW1,2018/12/08 14:30:00,8267.57,81.58,TRADE
NSW1,2018/12/08 15:00:00,8502.13,90.79,TRADE
NSW1,2018/12/08 15:30:00,8674.2,88.09,TRADE
NSW1,2018/12/08 16:00:00,8839.39,81.24,TRADE
NSW1,2018/12/08 16:30:00,8897.06,84.65,TRADE
NSW1,2018/12/08 17:00:00,8925.59,85.37,TRADE
NSW1,2018/12/08 17:30:00,8852.67,85.62,TRADE
NSW1,2018/12/08 18:00:00,8795.56,89.42,TRADE
NSW1,2018/12/08 18:30:00,8740.39,87.93,TRADE
NSW1,2018/12/08 19:00:00,8578.36,84.56,TRADE
NSW1,2018/12/08 19:30:00,8539.78,79.95,TRADE
NSW1,2018/12/08 20:00:00,8477.63,81.63,TRADE
NSW1,2018/12/08 20:30:00,8303.86,77.58,TRADE
NSW1,2018/12/08 21:00:00,8044,73.64,TRADE
NSW1,2018/12/08 21:30:00,7981.64,73.33,TRADE
NSW1,2018/12/08 22:00:00,7833.41,64.90,TRADE
NSW1,2018/12/08 22:30:00,7715.11,61.87,TRADE
NSW1,2018/12/08 23:00:00,7530.57,62.52,TRADE
NSW1,2018/12/08 23:30:00,7325.27,60.03,TRADE
NSW1,2018/12/09 00:00:00,7158.63,60.08,TRADE
NSW1,2018/12/09 00:30:00,6984.8,64.50,TRADE
NSW1,2018/12/09 01:00:00,6780.35,63.16,TRADE
NSW1,2018/12/09 01:30:00,6526.85,63.39,TRADE
NSW1,2018/12/09 02:00:00,6259.56,56.22,TRADE
NSW1,2018/12/09 02:30:00,6140.05,59.13,TRADE
NSW1,2018/12/09 03:00:00,6051.53,59.23,TRADE
NSW1,2018/12/09 03:30:00,6050.86,59.64,TRADE
NSW1,2018/12/09 04:00:00,6042.61,59.41,TRADE
NSW1,2018/12/09 04:30:00,6134.63,56.13,TRADE
NSW1,2018/12/09 05:00:00,6114.41,62.57,TRADE
NSW1,2018/12/09 05:30:00,6203.02,48.01,TRADE
NSW1,2018/12/09 06:00:00,6285.19,52.14,TRADE
NSW1,2018/12/09 06:30:00,6471.92,53.18,TRADE
NSW1,2018/12/09 07:00:00,6675.87,56.05,TRADE
NSW1,2018/12/09 07:30:00,6856.14,60.42,TRADE
NSW1,2018/12/09 08:00:00,7057.75,63.29,TRADE
NSW1,2018/12/09 08:30:00,7198.11,64.82,TRADE
NSW1,2018/12/09 09:00:00,7343.73,69.82,TRADE
NSW1,2018/12/09 09:30:00,7439.04,59.25,TRADE
NSW1,2018/12/09 10:00:00,7503.51,59.89,TRADE
NSW1,2018/12/09 10:30:00,7605.99,60.35,TRADE
NSW1,2018/12/09 11:00:00,7540.57,63.45,TRADE
NSW1,2018/12/09 11:30:00,7565.76,62.51,TRADE
NSW1,2018/12/09 12:00:00,7722.77,70.28,TRADE
NSW1,2018/12/09 12:30:00,7878.24,62.21,TRADE
NSW1,2018/12/09 13:00:00,8041.64,74.18,TRADE
NSW1,2018/12/09 13:30:00,8241.82,72.57,TRADE
NSW1,2018/12/09 14:00:00,8406.85,75.14,TRADE
NSW1,2018/12/09 14:30:00,8463.37,80.23,TRADE
NSW1,2018/12/09 15:00:00,8614.06,79.50,TRADE
NSW1,2018/12/09 15:30:00,8798.16,86.23,TRADE
NSW1,2018/12/09 16:00:00,9010.1,86.87,TRADE
NSW1,2018/12/09 16:30:00,9128.08,87.06,TRADE
NSW1,2018/12/09 17:00:00,9296.42,109.37,TRADE
NSW1,2018/12/09 17:30:00,9329.88,113.08,TRADE
NSW1,2018/12/09 18:00:00,9222.4,101,TRADE
NSW1,2018/12/09 18:30:00,9027.11,94.12,TRADE
NSW1,2018/12/09 19:00:00,8829.41,93.47,TRADE
NSW1,2018/12/09 19:30:00,8775.84,94.97,TRADE
NSW1,2018/12/09 20:00:00,8659.42,89.65,TRADE
NSW1,2018/12/09 20:30:00,8456.94,81.33,TRADE
NSW1,2018/12/09 21:00:00,8222.47,80.68,TRADE
NSW1,2018/12/09 21:30:00,8006.68,77.54,TRADE
NSW1,2018/12/09 22:00:00,7779.97,70.46,TRADE
NSW1,2018/12/09 22:30:00,7628.78,75.01,TRADE
NSW1,2018/12/09 23:00:00,7429.93,69.86,TRADE
NSW1,2018/12/09 23:30:00,7196.5,64,TRADE
NSW1,2018/12/10 00:00:00,7016.76,68.63,TRADE
NSW1,2018/12/10 00:30:00,6948.27,73.25,TRADE
NSW1,2018/12/10 01:00:00,6790.59,68.29,TRADE
NSW1,2018/12/10 01:30:00,6586.58,76.40,TRADE
NSW1,2018/12/10 02:00:00,6417.82,54.93,TRADE
NSW1,2018/12/10 02:30:00,6288.93,52.73,TRADE
NSW1,2018/12/10 03:00:00,6254.94,52.49,TRADE
NSW1,2018/12/10 03:30:00,6241.64,52.21,TRADE
NSW1,2018/12/10 04:00:00,6329.12,54.34,TRADE
NSW1,2018/12/10 04:30:00,6571.16,67.27,TRADE
NSW1,2018/12/10 05:00:00,6719.84,58.56,TRADE
NSW1,2018/12/10 05:30:00,7209.32,65.66,TRADE
NSW1,2018/12/10 06:00:00,7719.19,70.48,TRADE
NSW1,2018/12/10 06:30:00,8044.71,83.10,TRADE
NSW1,2018/12/10 07:00:00,8315.13,98.26,TRADE
NSW1,2018/12/10 07:30:00,8460.74,99.48,TRADE
NSW1,2018/12/10 08:00:00,8539.89,87.22,TRADE
NSW1,2018/12/10 08:30:00,8690.51,89.06,TRADE
NSW1,2018/12/10 09:00:00,8676.4,86.64,TRADE
NSW1,2018/12/10 09:30:00,8736.49,89.88,TRADE
NSW1,2018/12/10 10:00:00,8925.1,95.48,TRADE
NSW1,2018/12/10 10:30:00,8988.55,94.11,TRADE
NSW1,2018/12/10 11:00:00,8896.31,81.58,TRADE
NSW1,2018/12/10 11:30:00,8919,86.52,TRADE
NSW1,2018/12/10 12:00:00,8999.68,91.26,TRADE
NSW1,2018/12/10 12:30:00,9158.89,92.69,TRADE
NSW1,2018/12/10 13:00:00,9169.84,93.95,TRADE
NSW1,2018/12/10 13:30:00,9266.52,140.17,TRADE
NSW1,2018/12/10 14:00:00,9250.93,88.53,TRADE
NSW1,2018/12/10 14:30:00,9278.53,99.02,TRADE
NSW1,2018/12/10 15:00:00,9280.57,97.90,TRADE
NSW1,2018/12/10 15:30:00,9358.85,99.61,TRADE
NSW1,2018/12/10 16:00:00,9527.68,145.14,TRADE
NSW1,2018/12/10 16:30:00,9486.78,91.88,TRADE
NSW1,2018/12/10 17:00:00,9544.82,102.18,TRADE
NSW1,2018/12/10 17:30:00,9406.99,97.04,TRADE
NSW1,2018/12/10 18:00:00,9300.32,92.59,TRADE
NSW1,2018/12/10 18:30:00,9089.92,89.12,TRADE
NSW1,2018/12/10 19:00:00,8918.08,94.10,TRADE
NSW1,2018/12/10 19:30:00,8894.21,99.66,TRADE
NSW1,2018/12/10 20:00:00,8720.91,95.11,TRADE
NSW1,2018/12/10 20:30:00,8557.93,99.28,TRADE
NSW1,2018/12/10 21:00:00,8280.47,79.80,TRADE
NSW1,2018/12/10 21:30:00,8216.86,74.59,TRADE
NSW1,2018/12/10 22:00:00,8024.51,65.15,TRADE
NSW1,2018/12/10 22:30:00,7920.04,83.06,TRADE
NSW1,2018/12/10 23:00:00,7767.23,77.21,TRADE
NSW1,2018/12/10 23:30:00,7537.45,72.58,TRADE
NSW1,2018/12/11 00:00:00,7404.04,70.08,TRADE
NSW1,2018/12/11 00:30:00,7190.41,66.33,TRADE
NSW1,2018/12/11 01:00:00,7051.99,68.29,TRADE
NSW1,2018/12/11 01:30:00,6786.49,59.26,TRADE
NSW1,2018/12/11 02:00:00,6522.54,53.07,TRADE
NSW1,2018/12/11 02:30:00,6383.57,57.51,TRADE
NSW1,2018/12/11 03:00:00,6332.33,55.80,TRADE
NSW1,2018/12/11 03:30:00,6329.52,56.34,TRADE
NSW1,2018/12/11 04:00:00,6415.45,64.06,TRADE
NSW1,2018/12/11 04:30:00,6675.95,70.62,TRADE
NSW1,2018/12/11 05:00:00,6844.81,61.29,TRADE
NSW1,2018/12/11 05:30:00,7325.52,77.09,TRADE
NSW1,2018/12/11 06:00:00,7699.64,80.16,TRADE
NSW1,2018/12/11 06:30:00,8002.78,103.28,TRADE
NSW1,2018/12/11 07:00:00,8227.68,98.23,TRADE
NSW1,2018/12/11 07:30:00,8341.22,112.72,TRADE
NSW1,2018/12/11 08:00:00,8361.42,98.54,TRADE
NSW1,2018/12/11 08:30:00,8451.09,122.36,TRADE
NSW1,2018/12/11 09:00:00,8389.09,98.61,TRADE
NSW1,2018/12/11 09:30:00,8408.7,91.73,TRADE
NSW1,2018/12/11 10:00:00,8452.71,106.42,TRADE
NSW1,2018/12/11 10:30:00,8487.81,105.66,TRADE
NSW1,2018/12/11 11:00:00,8557.76,182.02,TRADE
NSW1,2018/12/11 11:30:00,8583.97,185.67,TRADE
NSW1,2018/12/11 12:00:00,8532.78,123,TRADE
NSW1,2018/12/11 12:30:00,8517.64,164.30,TRADE
NSW1,2018/12/11 13:00:00,8517.94,116.43,TRADE
NSW1,2018/12/11 13:30:00,8518,120.83,TRADE
NSW1,2018/12/11 14:00:00,8414.43,105,TRADE
NSW1,2018/12/11 14:30:00,8458.55,108.31,TRADE
NSW1,2018/12/11 15:00:00,8532.46,130.42,TRADE
NSW1,2018/12/11 15:30:00,8533.06,123.94,TRADE
NSW1,2018/12/11 16:00:00,8558.42,142.73,TRADE
NSW1,2018/12/11 16:30:00,8621.58,119.70,TRADE
NSW1,2018/12/11 17:00:00,8621.5,163.26,TRADE
NSW1,2018/12/11 17:30:00,8491.88,120.61,TRADE
NSW1,2018/12/11 18:00:00,8496.82,166.11,TRADE
NSW1,2018/12/11 18:30:00,8362.75,145.70,TRADE
NSW1,2018/12/11 19:00:00,8326.04,111.27,TRADE
NSW1,2018/12/11 19:30:00,8346.17,108.62,TRADE
NSW1,2018/12/11 20:00:00,8320.44,105.22,TRADE
NSW1,2018/12/11 20:30:00,8183.73,104.75,TRADE
NSW1,2018/12/11 21:00:00,8001.81,104.82,TRADE
NSW1,2018/12/11 21:30:00,7917.65,123.50,TRADE
NSW1,2018/12/11 22:00:00,7788.15,93.75,TRADE
NSW1,2018/12/11 22:30:00,7732.77,92.15,TRADE
NSW1,2018/12/11 23:00:00,7589.37,73.11,TRADE
NSW1,2018/12/11 23:30:00,7427.32,64.16,TRADE
NSW1,2018/12/12 00:00:00,7352.98,67.72,TRADE
NSW1,2018/12/12 00:30:00,7181.11,75.01,TRADE
NSW1,2018/12/12 01:00:00,7013.73,83.34,TRADE
NSW1,2018/12/12 01:30:00,6772.56,77.87,TRADE
NSW1,2018/12/12 02:00:00,6518.65,71.28,TRADE
NSW1,2018/12/12 02:30:00,6408.69,79.97,TRADE
NSW1,2018/12/12 03:00:00,6345.47,83.32,TRADE
NSW1,2018/12/12 03:30:00,6404.03,83.98,TRADE
NSW1,2018/12/12 04:00:00,6399.22,84.03,TRADE
NSW1,2018/12/12 04:30:00,6620.2,83.67,TRADE
NSW1,2018/12/12 05:00:00,6739.57,76.56,TRADE
NSW1,2018/12/12 05:30:00,7257.32,85.44,TRADE
NSW1,2018/12/12 06:00:00,7704.09,85,TRADE
NSW1,2018/12/12 06:30:00,7984.32,104.08,TRADE
NSW1,2018/12/12 07:00:00,8212.96,109.16,TRADE
NSW1,2018/12/12 07:30:00,8307.42,93.96,TRADE
NSW1,2018/12/12 08:00:00,8363.51,106.75,TRADE
NSW1,2018/12/12 08:30:00,8427.12,133.71,TRADE
NSW1,2018/12/12 09:00:00,8403.71,100.79,TRADE
NSW1,2018/12/12 09:30:00,8421.5,101.03,TRADE
NSW1,2018/12/12 10:00:00,8436.82,103.96,TRADE
NSW1,2018/12/12 10:30:00,8409.64,113.59,TRADE
NSW1,2018/12/12 11:00:00,8336.16,96.26,TRADE
NSW1,2018/12/12 11:30:00,8310.88,86.39,TRADE
NSW1,2018/12/12 12:00:00,8376.08,91.96,TRADE
NSW1,2018/12/12 12:30:00,8466.53,159.39,TRADE
NSW1,2018/12/12 13:00:00,8483.73,258.28,TRADE
NSW1,2018/12/12 13:30:00,8455.5,166.71,TRADE
NSW1,2018/12/12 14:00:00,8421.08,134.13,TRADE
NSW1,2018/12/12 14:30:00,8435.2,144.26,TRADE
NSW1,2018/12/12 15:00:00,8508.37,94.96,TRADE
NSW1,2018/12/12 15:30:00,8620.78,125.48,TRADE
NSW1,2018/12/12 16:00:00,8727.99,92.21,TRADE
NSW1,2018/12/12 16:30:00,8709.6,151.60,TRADE
NSW1,2018/12/12 17:00:00,8765.57,103.84,TRADE
NSW1,2018/12/12 17:30:00,8617.63,82.63,TRADE
NSW1,2018/12/12 18:00:00,8547.29,139.06,TRADE
NSW1,2018/12/12 18:30:00,8458.62,140.09,TRADE
NSW1,2018/12/12 19:00:00,8449.85,107.65,TRADE
NSW1,2018/12/12 19:30:00,8486.98,105.92,TRADE
NSW1,2018/12/12 20:00:00,8425.16,109.87,TRADE
NSW1,2018/12/12 20:30:00,8315.82,105.86,TRADE
NSW1,2018/12/12 21:00:00,8094.73,97.24,TRADE
NSW1,2018/12/12 21:30:00,7983.49,87.18,TRADE
NSW1,2018/12/12 22:00:00,7835.17,77.50,TRADE
NSW1,2018/12/12 22:30:00,7817.05,73.88,TRADE
NSW1,2018/12/12 23:00:00,7756.43,73.54,TRADE
NSW1,2018/12/12 23:30:00,7526.33,64.62,TRADE
NSW1,2018/12/13 00:00:00,7353.56,64.34,TRADE
NSW1,2018/12/13 00:30:00,7155.83,61.65,TRADE
NSW1,2018/12/13 01:00:00,7059.51,68.87,TRADE
NSW1,2018/12/13 01:30:00,6817.59,64.93,TRADE
NSW1,2018/12/13 02:00:00,6566.54,51.96,TRADE
NSW1,2018/12/13 02:30:00,6428.66,56.49,TRADE
NSW1,2018/12/13 03:00:00,6379.96,70.01,TRADE
NSW1,2018/12/13 03:30:00,6344.48,73.92,TRADE
NSW1,2018/12/13 04:00:00,6420.38,78.56,TRADE
NSW1,2018/12/13 04:30:00,6649.79,92.83,TRADE
NSW1,2018/12/13 05:00:00,6866.7,92.34,TRADE
NSW1,2018/12/13 05:30:00,7355.48,96.85,TRADE
NSW1,2018/12/13 06:00:00,7736.13,138.43,TRADE
NSW1,2018/12/13 06:30:00,8029.66,102.40,TRADE
NSW1,2018/12/13 07:00:00,8352.33,123.62,TRADE
NSW1,2018/12/13 07:30:00,8535.02,101.43,TRADE
NSW1,2018/12/13 08:00:00,8538.32,142.59,TRADE
NSW1,2018/12/13 08:30:00,8649.34,132.40,TRADE
NSW1,2018/12/13 09:00:00,8701.89,106.72,TRADE
NSW1,2018/12/13 09:30:00,8752.14,104.99,TRADE
NSW1,2018/12/13 10:00:00,8820.13,105,TRADE
NSW1,2018/12/13 10:30:00,8743.62,110.66,TRADE
NSW1,2018/12/13 11:00:00,8665.36,101.47,TRADE
NSW1,2018/12/13 11:30:00,8699.79,92.30,TRADE
NSW1,2018/12/13 12:00:00,8772.4,82.31,TRADE
NSW1,2018/12/13 12:30:00,8645.11,76.47,TRADE
NSW1,2018/12/13 13:00:00,8869.01,99.30,TRADE
NSW1,2018/12/13 13:30:00,9035.68,137.22,TRADE
NSW1,2018/12/13 14:00:00,9157.79,248.14,TRADE
NSW1,2018/12/13 14:30:00,9345.34,123.82,TRADE
NSW1,2018/12/13 15:00:00,9414.01,109.39,TRADE
NSW1,2018/12/13 15:30:00,9399.11,107.35,TRADE
NSW1,2018/12/13 16:00:00,9419.78,119.98,TRADE
NSW1,2018/12/13 16:30:00,9455.18,139.68,TRADE
NSW1,2018/12/13 17:00:00,9491.72,115.73,TRADE
NSW1,2018/12/13 17:30:00,9316.57,91.05,TRADE
NSW1,2018/12/13 18:00:00,9179.66,103.30,TRADE
NSW1,2018/12/13 18:30:00,9121.06,134.81,TRADE
NSW1,2018/12/13 19:00:00,8897.06,95.92,TRADE
NSW1,2018/12/13 19:30:00,8761.63,90.05,TRADE
NSW1,2018/12/13 20:00:00,8594.84,89.22,TRADE
NSW1,2018/12/13 20:30:00,8406.65,84.38,TRADE
NSW1,2018/12/13 21:00:00,8207.44,77.09,TRADE
NSW1,2018/12/13 21:30:00,8131.43,84.95,TRADE
NSW1,2018/12/13 22:00:00,7959.37,66.23,TRADE
NSW1,2018/12/13 22:30:00,7861.11,81.90,TRADE
NSW1,2018/12/13 23:00:00,7671.54,67.09,TRADE
NSW1,2018/12/13 23:30:00,7542.88,66.92,TRADE
NSW1,2018/12/14 00:00:00,7366.55,58.07,TRADE
NSW1,2018/12/14 00:30:00,7189.29,59.70,TRADE
NSW1,2018/12/14 01:00:00,6992.96,57.80,TRADE
NSW1,2018/12/14 01:30:00,6694.97,45.72,TRADE
NSW1,2018/12/14 02:00:00,6490.16,52.49,TRADE
NSW1,2018/12/14 02:30:00,6339.16,48.94,TRADE
NSW1,2018/12/14 03:00:00,6345.65,57.36,TRADE
NSW1,2018/12/14 03:30:00,6311.54,55.75,TRADE
NSW1,2018/12/14 04:00:00,6342.74,64.05,TRADE
NSW1,2018/12/14 04:30:00,6598.98,58.10,TRADE
NSW1,2018/12/14 05:00:00,6878.86,60.88,TRADE
NSW1,2018/12/14 05:30:00,7325.03,69.27,TRADE
NSW1,2018/12/14 06:00:00,7766.74,85.11,TRADE
NSW1,2018/12/14 06:30:00,8073.12,133.41,TRADE
NSW1,2018/12/14 07:00:00,8312.04,93.50,TRADE
NSW1,2018/12/14 07:30:00,8485.88,83.70,TRADE
NSW1,2018/12/14 08:00:00,8559.08,92.63,TRADE
NSW1,2018/12/14 08:30:00,8698.96,105.62,TRADE
NSW1,2018/12/14 09:00:00,8824.29,142.77,TRADE
NSW1,2018/12/14 09:30:00,8803.28,116.65,TRADE
NSW1,2018/12/14 10:00:00,8906.7,99.17,TRADE
NSW1,2018/12/14 10:30:00,8795.31,77.34,TRADE
NSW1,2018/12/14 11:00:00,8761.87,70.84,TRADE
NSW1,2018/12/14 11:30:00,8545.06,69.68,TRADE
NSW1,2018/12/14 12:00:00,8417.85,69.26,TRADE
NSW1,2018/12/14 12:30:00,8549.21,86.10,TRADE
NSW1,2018/12/14 13:00:00,8692.06,117.54,TRADE
NSW1,2018/12/14 13:30:00,8662.26,88.78,TRADE
NSW1,2018/12/14 14:00:00,8708.04,127.59,TRADE
NSW1,2018/12/14 14:30:00,8690.08,130.13,TRADE
NSW1,2018/12/14 15:00:00,8646.28,107.02,TRADE
NSW1,2018/12/14 15:30:00,8586.45,95.93,TRADE
NSW1,2018/12/14 16:00:00,8695.71,69.03,TRADE
NSW1,2018/12/14 16:30:00,8659.02,86.32,TRADE
NSW1,2018/12/14 17:00:00,8485.86,83.62,TRADE
NSW1,2018/12/14 17:30:00,8387.31,82.19,TRADE
NSW1,2018/12/14 18:00:00,8330.59,80.83,TRADE
NSW1,2018/12/14 18:30:00,8244.24,82.39,TRADE
NSW1,2018/12/14 19:00:00,8157.41,83.73,TRADE
NSW1,2018/12/14 19:30:00,8255.32,80.66,TRADE
NSW1,2018/12/14 20:00:00,8236.4,87.29,TRADE
NSW1,2018/12/14 20:30:00,8167.64,90.64,TRADE
NSW1,2018/12/14 21:00:00,7964.73,82.69,TRADE
NSW1,2018/12/14 21:30:00,7949.18,94.02,TRADE
NSW1,2018/12/14 22:00:00,7837.4,79.07,TRADE
NSW1,2018/12/14 22:30:00,7851.01,98.86,TRADE
NSW1,2018/12/14 23:00:00,7718.65,101.79,TRADE
NSW1,2018/12/14 23:30:00,7536.88,100.45,TRADE
NSW1,2018/12/15 00:00:00,7400.02,98.99,TRADE
NSW1,2018/12/15 00:30:00,7181.38,94.60,TRADE
NSW1,2018/12/15 01:00:00,6998.91,80.90,TRADE
NSW1,2018/12/15 01:30:00,6716.25,80.48,TRADE
NSW1,2018/12/15 02:00:00,6463.14,84.23,TRADE
NSW1,2018/12/15 02:30:00,6296.05,87.80,TRADE
NSW1,2018/12/15 03:00:00,6216.36,86.09,TRADE
NSW1,2018/12/15 03:30:00,6209.9,83.56,TRADE
NSW1,2018/12/15 04:00:00,6219.96,85.90,TRADE
NSW1,2018/12/15 04:30:00,6296.24,86.16,TRADE
NSW1,2018/12/15 05:00:00,6369.58,77.98,TRADE
NSW1,2018/12/15 05:30:00,6563.06,72.87,TRADE
NSW1,2018/12/15 06:00:00,6736.04,73.37,TRADE
NSW1,2018/12/15 06:30:00,7022.28,92.91,TRADE
NSW1,2018/12/15 07:00:00,7219.04,100.49,TRADE
NSW1,2018/12/15 07:30:00,7526.06,106.50,TRADE
NSW1,2018/12/15 08:00:00,7674.95,99.63,TRADE
NSW1,2018/12/15 08:30:00,7886.88,116.29,TRADE
NSW1,2018/12/15 09:00:00,7935.14,101.80,TRADE
NSW1,2018/12/15 09:30:00,7935.37,115.59,TRADE
NSW1,2018/12/15 10:00:00,7959.6,97.35,TRADE
NSW1,2018/12/15 10:30:00,8011.69,103.63,TRADE
NSW1,2018/12/15 11:00:00,8163.35,115.66,TRADE
NSW1,2018/12/15 11:30:00,8145.14,106.29,TRADE
NSW1,2018/12/15 12:00:00,8321.68,111.84,TRADE
NSW1,2018/12/15 12:30:00,8385.65,109.21,TRADE
NSW1,2018/12/15 13:00:00,8372.45,105.85,TRADE
NSW1,2018/12/15 13:30:00,8532.45,107.41,TRADE
NSW1,2018/12/15 14:00:00,8642.9,99.67,TRADE
NSW1,2018/12/15 14:30:00,8785.37,95,TRADE
NSW1,2018/12/15 15:00:00,8826.61,88.36,TRADE
NSW1,2018/12/15 15:30:00,8947.18,94.16,TRADE
NSW1,2018/12/15 16:00:00,8818.32,104.57,TRADE
NSW1,2018/12/15 16:30:00,8564.74,91.23,TRADE
NSW1,2018/12/15 17:00:00,8371.75,100.96,TRADE
NSW1,2018/12/15 17:30:00,8250.17,94.20,TRADE
NSW1,2018/12/15 18:00:00,8292.96,94.66,TRADE
NSW1,2018/12/15 18:30:00,8182.1,93.96,TRADE
NSW1,2018/12/15 19:00:00,8023.17,99,TRADE
NSW1,2018/12/15 19:30:00,8077.66,105.18,TRADE
NSW1,2018/12/15 20:00:00,8073.35,108.87,TRADE
NSW1,2018/12/15 20:30:00,7975.81,106.77,TRADE
NSW1,2018/12/15 21:00:00,7857.64,108.31,TRADE
NSW1,2018/12/15 21:30:00,7681.15,104.52,TRADE
NSW1,2018/12/15 22:00:00,7533.12,87.74,TRADE
NSW1,2018/12/15 22:30:00,7506.08,87.43,TRADE
NSW1,2018/12/15 23:00:00,7260.63,81.75,TRADE
NSW1,2018/12/15 23:30:00,7067.81,77.04,TRADE
NSW1,2018/12/16 00:00:00,6936.02,72.50,TRADE
NSW1,2018/12/16 00:30:00,6823.36,79.40,TRADE
NSW1,2018/12/16 01:00:00,6681.88,85.58,TRADE
NSW1,2018/12/16 01:30:00,6429.11,79.09,TRADE
NSW1,2018/12/16 02:00:00,6251.28,90.16,TRADE
NSW1,2018/12/16 02:30:00,6184.55,82.86,TRADE
NSW1,2018/12/16 03:00:00,6094.73,76.07,TRADE
NSW1,2018/12/16 03:30:00,6108,76.16,TRADE
NSW1,2018/12/16 04:00:00,6073.79,72.24,TRADE
NSW1,2018/12/16 04:30:00,6067.72,71.46,TRADE
NSW1,2018/12/16 05:00:00,6044.26,63.89,TRADE
NSW1,2018/12/16 05:30:00,6115.84,60.21,TRADE
NSW1,2018/12/16 06:00:00,6268.35,59.33,TRADE
NSW1,2018/12/16 06:30:00,6502.93,69.94,TRADE
NSW1,2018/12/16 07:00:00,6702.35,66.74,TRADE
NSW1,2018/12/16 07:30:00,6909.42,81.15,TRADE
NSW1,2018/12/16 08:00:00,7154.57,95.39,TRADE
NSW1,2018/12/16 08:30:00,7383.09,100.83,TRADE
